As of 2022-01-16,1,2,3,4,5
PICL,45,59,96,,
PICL,45,14,304,,
JBBL,38,D01,50,,
JBBL,29,D01,450,,
HIDCL,1,28,113,,
GHL,41,17,100,,
GHL,41,35,160,,
NBL,32,58,20,,
SFMF,38,36,9800,,
API,45,33,3000,,
GUFL,16,50,400,,
SANIMA,52,1,145,,
GUFL,20,50,500,,
GUFL,20,50,500,,
GUFL,20,50,500,,
GUFL,22,50,20,,
GUFL,51,50,200,,
GUFL,41,50,100,,
GUFL,35,50,10,,
GUFL,25,50,30,,
GUFL,40,50,100,,
GUFL,49,50,10,,
GUFL,38,50,50,,
GUFL,26,50,185,,
GUFL,14,50,200,,
GUFL,38,50,50,,
GUFL,36,50,500,,
GUFL,50,50,182,,
GUFL,57,50,310,,
NABIL,36,45,13,,
LEC,26,54,10,,
SPDL,28,32,600,,
SLI,25,25,20,,
SLI,25,34,10,,
SLI,25,21,110,,
SLI,25,8,10,,
SLI,25,33,10,,
SLI,25,3,10,,
SLI,25,59,10,,
SLI,25,38,10,,
SLI,25,49,10,,
AHPC,35,38,500,,
NABIL,38,21,31,,
GUFL,57,38,180,,
LBBL,14,45,30,,
HIDCL,1,6,30,,
ULI,4,25,50,,
ULI,4,58,10,,
ULI,4,46,10,,
ULI,4,44,10,,
ULI,4,49,10,,
ULI,4,44,10,,
SPDL,48,32,50,,
HDL,42,22,60,,
NICLBSL,22,38,10,,
JOSHI,38,51,448,,
JOSHI,38,59,150,,
SPDL,58,56,100,,
GIC,41,47,120,,
RMDC,26,29,20,,
MBJC,59,50,10,,
CCBL,35,14,40,,
JOSHI,57,59,50,,
JOSHI,49,59,327,,
NIFRA,16,54,10,,
JLI,25,17,10,,
API,49,33,900,,
HIDCL,1,11,125,,
NGPL,33,10,400,,
NGPL,49,10,10,,
NGPL,29,10,1000,,
NGPL,14,10,50,,
SLI,36,38,10,,
NGPL,20,10,500,,
NGPL,14,10,50,,
NGPL,45,10,50,,
NGPL,22,10,30,,
NGPL,48,10,300,,
NGPL,28,10,1000,,
NGPL,20,10,500,,
NGPL,7,10,950,,
NGPL,41,10,100,,
NGPL,35,10,150,,
NGPL,3,10,100,,
NGPL,14,10,100,,
NGPL,57,10,450,,
NGPL,45,10,250,,
NGPL,41,10,80,,
NGPL,57,10,100,,
NGPL,45,10,500,,
NGPL,39,10,500,,
NGPL,38,10,100,,
NGPL,51,10,10,,
NGPL,34,10,400,,
NGPL,50,10,151,,
NGPL,28,10,200,,
NGPL,58,10,400,,
NGPL,34,10,300,,
NGPL,29,10,1000,,
GBIME,52,36,150,,
NGPL,48,10,300,,
NGPL,46,10,100,,
NGPL,42,10,400,,
NGPL,34,10,300,,
NGPL,34,10,150,,
NGPL,32,10,20,,
NGPL,58,10,100,,
NGPL,42,10,1000,,
NGPL,41,10,80,,
NGPL,51,10,100,,
NGPL,58,10,10,,
NGPL,50,10,250,,
NGPL,42,10,100,,
NGPL,35,10,200,,
NGPL,42,10,200,,
NGPL,57,10,100,,
NGPL,41,10,10,,
NGPL,45,10,1000,,
NGPL,43,10,200,,
NGPL,45,10,300,,
NGPL,8,10,500,,
NGPL,8,10,500,,
NGPL,8,10,500,,
NGPL,35,10,500,,
NGPL,4,10,250,,
NGPL,45,10,300,,
NGPL,28,10,200,,
NGPL,36,10,20,,
NGPL,42,10,100,,
NGPL,32,10,500,,
NGPL,7,10,500,,
NGPL,28,10,200,,
NGPL,48,10,300,,
NGPL,21,10,25,,
NGPL,17,10,10,,
NGPL,36,10,30,,
NGPL,50,10,260,,
NGPL,33,10,100,,
NGPL,51,10,100,,
NGPL,43,10,218,,
NLIC,32,41,74,,
UPCL,51,58,40,,
LBBL,28,21,30,,
LBBL,28,34,140,,
CCBL,35,16,22,,
CCBL,51,16,70,,
NHDL,14,34,400,,
NHDL,14,38,100,,
HIDCL,1,47,150,,
SHIVM,41,54,50,,
NABIL,16,34,30,,
NABIL,38,34,20,,
JBBL,57,57,150,,
JBBL,57,34,50,,
MEGA,42,57,50,,
GFCL,49,52,40,,
TPC,58,49,10,,
HPPL,42,49,500,,
NLIC,8,41,25,,
NLIC,8,34,25,,
KSBBL,14,45,90,,
KBL,45,48,49,,
SHIVM,55,5,50,,
SKBBL,32,53,45,,
SKBBL,59,53,100,,
SKBBL,25,53,43,,
GUFL,57,36,10,,
JBBL,29,57,50,,
API,58,33,80,,
API,57,33,400,,
API,53,33,500,,
JFL,38,37,182,,
API,56,33,300,,
MLBL,38,1,200,,
JBLB,45,45,10,,
CHDC,58,35,490,,
SPDL,58,32,50,,
CHDC,58,46,10,,
FMDBL,28,42,100,,
SBL,16,55,871,,
SBL,16,55,129,,
MHNL,26,42,300,,
HPPL,42,14,100,,
HPPL,42,56,100,,
HPPL,42,56,60,,
GBBL,49,17,16,,
HPPL,42,32,91,,
HPPL,42,18,20,,
HPPL,42,34,80,,
SAHAS,46,43,10,,
PFL,45,47,20,,
PFL,45,53,10,,
RLFL,34,13,30,,
AKPL,38,56,476,,
AKPL,52,56,350,,
AKPL,58,56,14,,
AKPL,17,56,50,,
AKPL,51,56,50,,
AKPL,4,56,168,,
AKPL,26,56,10,,
AKPL,14,56,100,,
AKPL,1,56,629,,
NABBC,39,41,10,,
AKPL,14,56,153,,
UPPER,48,42,50,,
HPPL,42,58,49,,
SPDL,32,32,10,,
PMHPL,19,8,25,,
NICLBSL,49,46,10,,
HIDCL,1,17,40,,
HIDCL,1,45,187,,
HIDCL,1,39,20,,
HIDCL,1,17,300,,
HIDCL,1,8,500,,
HIDCL,1,42,10,,
HIDCL,1,48,25,,
FMDBL,3,42,500,,
JOSHI,49,7,73,,
JOSHI,34,7,127,,
RHPL,44,34,440,,
RHPL,49,34,60,,
SHINE,45,42,103,,
SLCF,14,44,1500,,
RMF1,22,8,100,,
KPCL,51,54,10,,
MBL,55,1,20,,
NBL,49,22,70,,
NBL,51,22,30,,
MLBS,47,48,10,,
MLBS,47,40,10,,
MLBS,47,14,10,,
MLBS,47,5,10,,
SHL,22,48,900,,
UPPER,48,34,146,,
API,56,41,100,,
HDHPC,49,33,10,,
KKHC,57,42,43,,
NIFRA,43,34,770,,
NIFRA,43,58,20,,
NIFRA,43,46,50,,
NIFRA,43,45,60,,
PPCL,42,33,500,,
PROFL,58,29,80,,
MBJC,59,58,10,,
CBBL,56,58,10,,
NABBC,39,37,100,,
NABBC,39,49,20,,
NABBC,39,42,43,,
NTC,37,28,60,,
DDBL,48,54,10,,
AKJCL,38,56,50,,
MDB,43,17,100,,
CIT,45,16,50,,
GBIME,45,36,31,,
SBL,52,55,1821,,
GUFL,50,38,318,,
GHL,46,16,105,,
SANIMA,35,1,55,,
AHPC,35,51,356,,
SLBBL,28,7,10,,
MNBBL,57,52,50,,
SRBL,57,17,19,,
NLIC,57,51,130,,
SADBL,49,58,20,,
SADBL,49,48,100,,
SADBL,49,57,10,,
SADBL,49,58,125,,
SADBL,49,41,320,,
SADBL,49,59,200,,
SADBL,49,19,100,,
SADBL,49,29,500,,
SADBL,49,32,100,,
SADBL,49,4,660,,
MBJC,59,38,10,,
MERO,26,22,32,,
MERO,26,34,19,,
SLICL,35,29,312,,
SLI,55,58,10,,
NGPL,43,46,32,,
NGPL,17,46,55,,
NGPL,57,46,50,,
NGPL,25,46,63,,
GBIME,22,36,205,,
GHL,37,16,100,,
OHL,49,56,300,,
GUFL,26,38,100,,
KSBBL,14,14,100,,
UNHPL,45,59,30,,
AHPC,58,51,1144,,
AHPC,58,56,200,,
AHPC,58,51,1500,,
AHPC,58,56,50,,
AHPC,58,49,4000,,
AHPC,58,39,100,,
AHPC,58,13,100,,
AHPC,58,54,100,,
AHPC,58,25,50,,
AHPC,58,26,50,,
AHPC,58,57,10,,
AHPC,58,58,50,,
AHPC,58,49,146,,
ADBL,58,8,35,,
ULI,51,35,20,,
GHL,6,16,100,,
KEF,11,13,500,,
SMFBS,55,17,74,,
MEGA,49,34,200,,
PCBL,58,49,165,,
AKPL,14,35,47,,
SINDU,45,32,75,,
NIL,28,45,90,,
LBBL,14,50,11,,
MLBSL,58,22,10,,
JBBL,32,59,48,,
GBIME,39,36,500,,
SLI,55,7,10,,
CHCL,6,29,20,,
CHCL,6,42,665,,
CHCL,6,26,500,,
GUFL,34,38,110,,
API,21,8,400,,
RURU,35,21,10,,
ULI,41,28,10,,
PLI,32,34,22,,
MLBL,34,59,23,,
NICA,14,6,100,,
HIDCL,7,35,230,,
NRIC,44,6,148,,
NRIC,44,47,50,,
NRIC,44,29,12,,
NRIC,44,49,90,,
API,26,45,37,,
API,59,45,100,,
API,42,45,10,,
API,4,45,98,,
API,49,45,100,,
API,57,45,200,,
API,58,45,455,,
GBIME,29,36,100,,
RMDC,36,29,100,,
AKPL,1,58,20,,
GUFL,58,38,172,,
NHDL,58,28,100,,
AKPL,56,35,253,,
AKPL,56,11,247,,
SGI,43,46,10,,
KRBL,26,47,50,,
KRBL,29,47,200,,
NIFRA,51,49,5,,
NIFRA,51,56,195,,
NIFRA,47,56,55,,
NIFRA,21,56,10,,
NIFRA,35,56,240,,
CBBL,56,34,10,,
UPPER,5,21,100,,
GHL,43,16,100,,
HIDCL,14,48,660,,
HIDCL,14,48,340,,
SLI,8,21,10,,
SLI,8,49,10,,
SLI,8,32,110,,
SLI,8,38,10,,
LBL,41,34,15,,
RSDC,41,34,21,,
KSBBL,14,56,200,,
API,58,6,13,,
KSBBL,14,7,500,,
NHPC,40,45,26,,
NHPC,40,54,74,,
GHL,22,59,10,,
GHL,19,59,10,,
GHL,21,59,500,,
GHL,49,59,300,,
MBJC,59,25,10,,
LBBL,16,57,50,,
HIDCL,50,48,55,,
HDL,19,43,40,,
HDL,19,32,75,,
HDL,19,55,27,,
BOKL,17,47,50,,
JOSHI,1,51,377,,
PPCL,42,39,286,,
PPCL,22,39,14,,
HIDCL,17,48,20,,
HIDCL,38,48,200,,
SHINE,45,37,110,,
BFC,41,38,10,,
BFC,41,42,90,,
HDL,57,48,10,,
OHL,38,56,100,,
NMB,35,41,200,,
HGI,53,53,37,,
HGI,53,14,10,,
HGI,53,51,53,,
NABIL,38,45,80,,
NABIL,6,21,40,,
SBL,29,55,500,,
JLI,58,49,10,,
GILB,58,4,45,,
KRBL,34,34,50,,
KRBL,34,34,200,,
SPC,34,19,50,,
AKPL,34,11,100,,
SLBBL,49,42,81,,
SLBBL,34,42,10,,
SLBBL,14,42,23,,
SLBBL,14,42,16,,
RHPL,49,36,10,,
RHPL,49,45,100,,
RHPL,49,34,50,,
RHPL,49,11,500,,
RHPL,49,14,100,,
GMFIL,38,3,40,,
RHPL,49,1,500,,
RHPL,49,14,70,,
RHPL,49,57,10,,
RHPL,49,44,500,,
RHPL,49,59,100,,
SICL,42,56,20,,
PRIN,44,26,48,,
PRIN,44,25,302,,
PRIN,44,45,500,,
PRIN,44,33,100,,
PRIN,44,52,50,,
AHPC,44,49,100,,
JBLB,4,10,10,,
UPPER,45,41,25,,
UPPER,13,41,171,,
UPPER,28,41,900,,
NIFRA,35,54,60,,
NABIL,42,21,29,,
HDL,43,51,10,,
GBBL,1,17,59,,
NLIC,44,51,175,,
NLIC,44,34,10,,
NLIC,44,49,15,,
SPDL,58,47,10,,
ULI,41,58,10,,
NICA,26,44,27,,
NICA,26,48,72,,
NICA,26,17,75,,
DDBL,48,56,116,,
DDBL,48,58,20,,
NRIC,58,8,40,,
NRN,54,42,10,,
CORBL,43,7,500,,
CORBL,43,42,50,,
UMHL,51,34,514,,
UMHL,49,34,68,,
MERO,44,59,151,,
MERO,44,34,25,,
JBBL,32,16,500,,
GFCL,28,52,274,,
KSBBL,46,42,10,,
KSBBL,46,34,25,,
SAHAS,58,46,10,,
KSBBL,46,14,70,,
SDLBSL,11,46,11,,
HDL,22,57,10,,
OHL,58,56,2000,,
OHL,50,56,70,,
OHL,59,56,200,,
OHL,49,56,200,,
OHL,34,56,100,,
OHL,13,56,100,,
KSBBL,32,14,350,,
KSBBL,32,14,150,,
AKJCL,10,13,50,,
SIL,4,25,40,,
SIL,4,16,60,,
JFL,21,38,155,,
JFL,21,28,45,,
NHPC,34,54,100,,
SHINE,45,33,290,,
SHINE,45,34,100,,
SHINE,45,51,15,,
SHINE,45,28,110,,
SHINE,45,52,100,,
SHINE,45,34,60,,
SHINE,45,19,100,,
SHINE,45,38,297,,
SHINE,45,38,55,,
SHINE,45,57,30,,
SHINE,45,11,500,,
SHINE,45,49,100,,
SHINE,45,57,30,,
NABIL,39,45,90,,
NABIL,39,59,10,,
SHIVM,44,5,450,,
SHIVM,44,43,50,,
CBL,4,43,58,,
API,58,58,50,,
API,50,8,100,,
NIFRA,47,38,45,,
FMDBL,3,42,500,,
JBLB,49,36,10,,
JBLB,49,49,10,,
JBLB,49,38,10,,
JBLB,49,4,10,,
JBLB,49,42,15,,
JBLB,49,58,15,,
JBLB,49,49,10,,
JBLB,49,58,10,,
JBLB,49,29,10,,
NIFRA,49,38,15,,
KKHC,57,14,100,,
NUBL,1,43,50,,
AKJCL,25,38,20,,
CHCL,6,36,300,,
CHL,6,22,21,,
NIFRA,16,6,10,,
SLBSL,10,19,120,,
MFIL,32,58,100,,
SAHAS,28,5,260,,
MFIL,58,57,50,,
ALBSL,57,49,37,,
ALBSL,57,56,50,,
ALBSL,57,44,500,,
SJCL,25,57,400,,
ALBSL,57,58,35,,
SJCL,50,57,100,,
RLFL,34,38,300,,
RLFL,34,35,120,,
RLFL,34,52,500,,
RLFL,34,42,1000,,
RLFL,34,57,50,,
SADBL,17,4,540,,
SADBL,17,43,460,,
SLCF,26,44,1000,,
AKPL,1,25,100,,
MMFDB,45,58,14,,
GFCL,28,14,75,,
PRVU,6,33,100,,
CGH,52,6,23,,
AKJCL,10,54,100,,
AKJCL,10,38,34,,
MLBL,38,59,800,,
SBL,45,55,100,,
SHIVM,20,51,100,,
SHIVM,20,57,25,,
SHIVM,20,19,50,,
SHIVM,20,35,50,,
SHIVM,20,58,10,,
SHIVM,20,48,200,,
SHIVM,20,29,10,,
SADBL,50,43,40,,
SHIVM,20,49,80,,
SADBL,50,54,60,,
SHIVM,20,19,1000,,
SHIVM,20,45,50,,
SHIVM,20,54,890,,
SHIVM,20,10,300,,
SHIVM,20,10,10,,
SHIVM,20,57,250,,
SHIVM,20,57,100,,
SHIVM,20,50,500,,
SHIVM,20,28,100,,
NYADI,52,47,10,,
SPDL,13,47,400,,
SAPDBL,52,52,50,,
SAHAS,58,4,25,,
SHIVM,20,5,495,,
SHIVM,20,57,100,,
SHIVM,20,53,20,,
SHIVM,20,53,50,,
SHIVM,20,58,100,,
SHIVM,20,55,100,,
SHIVM,20,34,100,,
SHIVM,20,39,500,,
SHIVM,20,54,100,,
SHIVM,20,33,500,,
SHIVM,20,56,10,,
SHIVM,20,20,200,,
SKBBL,32,32,100,,
CIT,38,17,49,,
SHINE,8,57,100,,
CBL,57,43,100,,
CBL,3,43,100,,
CBL,45,43,93,,
SHINE,45,57,25,,
FOWAD,57,44,112,,
FOWAD,42,44,200,,
FOWAD,39,44,38,,
FOWAD,45,44,50,,
HIDCL,7,35,14,,
NIFRA,48,6,41,,
GRDBL,58,47,44,,
API,36,35,50,,
HIDCL,57,48,20,,
GHL,57,16,60,,
NABIL,57,59,30,,
NIFRA,57,38,40,,
NABBC,58,45,10,,
NABBC,58,14,100,,
ULI,43,50,10,,
SHINE,57,57,145,,
SHINE,57,49,155,,
JBBL,32,41,100,,
ICFC,28,34,140,,
JOSHI,34,34,473,,
FOWAD,38,57,20,,
FOWAD,38,44,50,,
AKPL,49,11,200,,
GUFL,26,20,115,,
NHPC,1,54,100,,
CHCL,49,6,200,,
HIDCL,58,32,300,,
JBLB,32,29,10,,
HIDCL,25,32,300,,
JBBL,32,33,10,,
NBL,51,34,20,,
PMHPL,34,8,15,,
NHDL,14,28,150,,
NICLBSL,29,8,10,,
ACLBSL,17,17,55,,
RMDC,36,44,100,,
RMDC,47,44,100,,
MBJC,59,58,10,,
ICFC,28,34,20,,
ICFC,28,11,10,,
ICFC,28,25,200,,
ICFC,28,57,20,,
ICFC,28,6,22,,
ICFC,28,47,50,,
ICFC,28,49,92,,
UPCL,51,16,200,,
MLBL,21,59,500,,
GIC,34,39,12,,
GIC,22,39,760,,
GRDBL,57,36,40,,
RLI,57,28,310,,
RLI,57,5,10,,
RLI,57,34,10,,
RLI,57,34,10,,
SAHAS,58,57,10,,
RLI,57,41,10,,
RLI,57,53,150,,
AKJCL,50,38,200,,
AKJCL,57,38,300,,
GLICL,14,34,100,,
MBJC,59,49,10,,
CBL,45,45,50,,
GFCL,28,45,100,,
API,58,54,100,,
GBBL,57,17,125,,
CIT,3,17,150,,
CIT,3,38,10,,
CIT,3,5,100,,
CIT,3,58,20,,
CIT,3,54,20,,
GLH,51,52,50,,
SICL,42,35,70,,
NLIC,49,34,50,,
BPCL,44,26,43,,
KBL,58,48,20,,
GLH,51,36,50,,
GLH,51,17,10,,
GLH,51,1,25,,
ULI,6,35,80,,
ULI,6,16,10,,
ULI,6,36,10,,
SAPDBL,54,32,500,,
GBIME,21,36,15,,
HDHPC,20,56,180,,
NLIC,49,54,30,,
NLIC,49,58,100,,
JBLB,34,33,91,,
KMCDB,25,49,10,,
JBLB,34,35,150,,
SHIVM,20,36,36,,
SHIVM,20,16,50,,
SHIVM,20,34,20,,
SHIVM,20,18,100,,
SHIVM,20,57,100,,
SHIVM,20,46,10,,
SHIVM,20,58,200,,
SHIVM,20,55,219,,
SHIVM,20,56,52,,
SHIVM,20,54,213,,
NRIC,39,49,160,,
NRIC,39,49,10,,
NRIC,39,46,10,,
NRIC,39,41,20,,
SHL,22,48,100,,
NHDL,52,6,500,,
JBBL,32,10,100,,
MBJC,59,32,10,,
JBBL,32,56,142,,
SHEL,50,49,10,,
SLI,8,49,10,,
MDB,43,38,460,,
HIDCL,54,48,30,,
HIDCL,54,57,100,,
ULI,43,58,10,,
NIFRA,13,39,850,,
UPPER,28,57,100,,
JBLB,57,29,50,,
FMDBL,48,5,490,,
FMDBL,29,5,300,,
NMFBS,33,5,80,,
NMFBS,4,5,60,,
NLIC,6,22,145,,
NLIC,6,28,30,,
NICA,14,45,27,,
RHPL,49,50,237,,
RHPL,49,32,40,,
SSHL,45,21,20,,
SSHL,45,45,12,,
SSHL,45,53,23,,
API,58,45,500,,
LBBL,14,32,20,,
PROFL,50,34,23,,
NICLBSL,29,46,10,,
SHIVM,26,54,162,,
SHIVM,26,28,38,,
NABIL,45,59,10,,
NABIL,19,59,100,,
NLIC,42,43,20,,
KBL,11,48,100,,
SRBL,13,25,70,,
SRBL,41,25,200,,
SRBL,56,25,480,,
GBBL,44,29,141,,
GBBL,44,44,90,,
GBBL,44,26,69,,
GBBL,44,17,200,,
SHIVM,50,28,100,,
ULI,43,22,10,,
HIDCL,25,56,700,,
HIDCL,28,56,150,,
HIDCL,49,56,50,,
HIDCL,26,56,100,,
CCBL,39,40,800,,
SANIMA,21,57,25,,
SANIMA,21,21,30,,
NTC,41,34,175,,
NTC,41,34,25,,
SLI,8,6,100,,
HDL,43,17,25,,
JBLB,17,29,10,,
JBLB,25,29,20,,
JBLB,25,21,10,,
JBLB,25,48,10,,
FOWAD,59,25,50,,
MLBSL,58,14,25,,
GUFL,22,20,50,,
HIDCL,51,57,400,,
HIDCL,51,34,500,,
HIDCL,51,34,100,,
HDL,1,17,20,,
KSBBL,52,14,80,,
KSBBL,52,34,10,,
EIC,46,42,20,,
GHL,57,20,10,,
HIDCL,41,41,109,,
HIDCL,41,39,100,,
RLI,52,6,10,,
MNBBL,29,52,10,,
MNBBL,29,32,90,,
OHL,49,56,45,,
OHL,50,56,500,,
OHL,49,56,50,,
OHL,49,56,100,,
OHL,29,56,350,,
CBL,45,32,627,,
SAHAS,48,41,10,,
MBJC,59,58,10,,
PLI,32,46,10,,
AKPL,1,45,151,,
AKPL,35,45,20,,
AKPL,54,45,300,,
AKPL,59,45,200,,
AKPL,14,45,200,,
AKPL,34,45,80,,
UPPER,59,41,10,,
UPPER,59,13,40,,
UPPER,59,7,133,,
JBLB,34,42,5,,
JFL,49,57,50,,
GMFIL,40,21,20,,
GMFIL,25,21,20,,
JBBL,32,56,20,,
SPC,34,49,10,,
SPC,34,57,10,,
API,58,34,680,,
RLFL,45,53,500,,
RLFL,45,6,100,,
LICN,25,5,20,,
SHEL,50,42,10,,
SHEL,50,32,510,,
LBBL,58,32,200,,
SPC,45,58,10,,
MLBL,48,50,105,,
MLBL,48,57,300,,
MLBL,48,45,1500,,
MLBL,48,39,240,,
SAHAS,57,28,10,,
MLBL,48,22,25,,
SAHAS,57,41,10,,
MLBL,48,28,500,,
SAHAS,57,38,10,,
MLBL,48,34,50,,
MLBL,48,50,100,,
MLBL,48,53,50,,
MLBL,48,34,100,,
MLBL,48,57,30,,
GUFL,22,34,30,,
CHCL,38,6,140,,
CHCL,50,6,50,,
CHCL,11,6,10,,
NGPL,42,51,63,,
NGPL,45,51,60,,
MHNL,54,18,110,,
CBL,37,32,100,,
SHINE,44,49,545,,
SHINE,44,49,455,,
JLI,25,8,10,,
CHDC,58,28,5,,
CHDC,58,14,10,,
CHDC,58,58,10,,
CHDC,58,49,10,,
CHDC,58,14,10,,
CHDC,58,1,45,,
CHDC,58,14,50,,
CHDC,58,32,100,,
CHDC,58,39,10,,
CHDC,58,34,10,,
CHDC,58,35,30,,
CHDC,58,52,10,,
HIDCL,26,42,53,,
CBL,7,32,50,,
SHIVM,7,28,32,,
FMDBL,48,42,100,,
JLI,58,57,10,,
MERO,26,48,418,,
GUFL,38,20,15,,
RHPL,49,49,10,,
UIC,22,35,500,,
NLICL,53,39,50,,
SLI,41,6,10,,
SLI,41,46,10,,
SLI,41,38,10,,
SLI,41,45,10,,
SLI,41,50,10,,
SLI,41,45,50,,
SLI,41,57,10,,
SLI,41,58,20,,
SLI,41,45,10,,
GLICL,44,41,300,,
GLICL,44,59,10,,
MLBL,56,57,50,,
API,58,29,65,,
API,58,14,137,,
NHPC,58,54,174,,
RHPL,50,50,13,,
RHPL,50,52,87,,
MLBL,33,26,100,,
ICFC,28,49,108,,
ICFC,28,32,49,,
ICFC,28,34,100,,
ICFC,28,14,242,,
MLBL,32,57,920,,
MLBL,32,21,20,,
MLBL,32,17,60,,
GUFL,34,20,75,,
GUFL,34,38,525,,
SBL,45,55,480,,
SBL,45,42,20,,
SLI,49,52,10,,
MLBL,33,33,80,,
BPCL,44,45,350,,
BPCL,44,19,107,,
JLI,58,46,10,,
SEF,16,58,450,,
API,53,14,108,,
GHL,47,20,60,,
PLI,32,11,30,,
PLI,32,45,60,,
PLI,32,57,10,,
PLI,32,43,50,,
PLI,32,47,10,,
PLI,32,58,10,,
PLI,32,43,20,,
PLI,32,34,10,,
SAHAS,58,14,10,,
MDB,45,38,500,,
NIFRA,51,39,50,,
NIFRA,48,39,500,,
NIFRA,14,39,100,,
NLIC,38,52,10,,
FMDBL,48,44,1000,,
KBL,35,48,20,,
NHDL,35,28,510,,
NICA,58,45,173,,
NICA,58,34,27,,
CBL,57,50,900,,
CBL,38,50,100,,
CBL,25,50,100,,
NRN,20,36,400,,
SHEL,47,47,70,,
SHEL,47,38,10,,
SHEL,47,26,90,,
SHEL,47,58,10,,
MBL,47,14,115,,
SHPC,16,57,95,,
SHPC,36,57,55,,
GIMES1,32,32,10000,,
SHIVM,43,28,30,,
SHIVM,43,29,20,,
API,49,45,400,,
UPPER,33,7,160,,
UPPER,33,1,100,,
UPPER,33,57,40,,
UPPER,33,48,1000,,
UPPER,33,57,200,,
HIDCL,33,42,100,,
GLH,54,46,10,,
AHPC,19,49,244,,
DDBL,36,5,10,,
LBBL,51,32,180,,
LBBL,51,49,20,,
MEGA,42,7,20,,
MLBL,42,17,20,,
KBL,42,48,50,,
SKBBL,21,57,50,,
DDBL,52,7,96,,
DDBL,52,58,50,,
CZBIL,41,36,300,,
JBBL,34,44,50,,
MHNL,45,48,310,,
MHNL,40,48,50,,
MHNL,40,48,140,,
LBL,40,14,490,,
LBL,40,14,10,,
SLI,49,26,10,,
NTC,35,7,100,,
API,35,14,200,,
NTC,35,34,10,,
NICLBSL,51,8,130,,
JOSHI,1,52,200,,
MLBSL,58,38,10,,
EIC,46,38,20,,
UMHL,49,34,132,,
UMHL,49,34,400,,
UMHL,49,34,300,,
UMHL,49,51,100,,
UMHL,49,50,300,,
UMHL,49,18,150,,
UMHL,49,28,500,,
UMHL,49,4,50,,
UMHL,49,56,500,,
JBLB,34,49,15,,
AHPC,51,13,100,,
PRVU,58,33,55,,
SINDU,26,14,147,,
SINDU,26,34,250,,
SINDU,26,3,100,,
JLI,28,36,10,,
NFS,58,7,20,,
HIDCL,49,42,847,,
GBBL,57,7,175,,
UPPER,57,57,300,,
GBBL,57,50,100,,
SAPDBL,52,33,347,,
SLICL,35,48,80,,
HDL,41,35,10,,
SLI,8,6,10,,
PLI,32,6,10,,
JBLB,34,45,10,,
HDL,5,17,10,,
HDL,14,17,10,,
HDL,29,17,10,,
HDL,41,17,25,,
AIL,49,8,10,,
API,22,14,12,,
GFCL,28,58,10,,
MKJC,38,58,10,,
UIC,36,42,230,,
SPDL,13,52,1300,,
SPDL,13,58,300,,
MBJC,59,57,10,,
HDHPC,38,45,110,,
NHDL,49,28,50,,
UMHL,43,42,280,,
MEGA,42,41,117,,
MEGA,32,41,10,,
MEGA,58,41,23,,
NBF2,41,16,1000,,
LBBL,58,26,25,,
NHPC,49,39,100,,
NIFRA,11,33,450,,
NIFRA,11,46,50,,
SHIVM,41,34,50,,
DHPL,32,56,20,,
BFC,34,26,30,,
BFC,34,25,70,,
GRDBL,14,3,100,,
HIDCL,49,33,100,,
RHPL,49,45,40,,
HIDCL,49,25,53,,
RHPL,49,58,78,,
SPC,45,59,90,,
SPC,45,41,10,,
SPC,45,21,50,,
SPC,45,49,10,,
MBJC,59,17,10,,
GRDBL,20,4,40,,
GRDBL,20,1,356,,
PICL,58,14,56,,
PICL,58,42,50,,
PICL,58,43,15,,
PICL,58,43,100,,
PICL,58,52,29,,
PICL,58,53,30,,
PICL,58,52,10,,
PICL,58,53,10,,
PICL,58,59,200,,
JOSHI,58,34,50,,
NLG,57,11,45,,
NLG,57,16,50,,
NLG,57,35,205,,
AKJCL,57,38,200,,
AKJCL,41,38,200,,
AKJCL,57,38,100,,
CZBIL,7,43,13,,
API,4,45,87,,
API,6,45,50,,
API,44,45,33,,
NYADI,34,45,10,,
API,35,45,30,,
API,13,45,100,,
MFIL,25,58,20,,
EDBL,58,58,245,,
NYADI,34,19,10,,
NCCB,1,29,50,,
CZBIL,7,34,20,,
GLICL,32,34,100,,
NHDL,39,28,10,,
DDBL,49,25,20,,
OHL,29,56,50,,
OHL,50,56,50,,
OHL,21,56,250,,
SAHAS,58,14,10,,
MPFL,14,32,500,,
NTC,42,34,10,,
NIFRA,57,33,343,,
AHPC,57,13,50,,
NIFRA,57,42,150,,
NICLBSL,29,38,10,,
KBL,38,48,30,,
GHL,4,20,1000,,
NHPC,49,54,136,,
NGPL,45,39,440,,
ALICL,25,58,54,,
ALICL,42,58,20,,
HIDCL,22,33,750,,
HDL,41,39,15,,
SHINE,41,49,500,,
HDL,52,39,60,,
JFL,50,28,265,,
JFL,50,34,100,,
JFL,50,1,100,,
JFL,50,42,35,,
NYADI,34,58,10,,
ULI,43,58,10,,
MDB,14,38,50,,
HIDCL,22,14,500,,
NIFRA,17,35,705,,
NIFRA,3,35,500,,
NIFRA,14,35,100,,
NIFRA,40,35,428,,
NIFRA,54,35,50,,
NIFRA,4,35,1000,,
NIFRA,48,35,500,,
NIFRA,54,35,25,,
NIFRA,47,35,100,,
NIFRA,45,35,25,,
NIFRA,42,35,500,,
NIFRA,26,35,600,,
NIFRA,36,35,500,,
